"","Janus.Tissue.ID","Neutron","Gamma","Total.dose","X..Fractions","Gender","JM.exp.series","DISEASE","Janus.Tissue.ID.1","HTG.Sample.label","Array","Element","let.7b","miR.143","miR.145","miR.16","miR.17","miR.214","miR.23a","miR.24","miR.27a","miR.34a","miR.574.5p","miR.720","miR.1195","miR.466f.3p","miR.467b","miR.503","miR.669i","miR.690","miR.701","miR.703","miR.706","miR.709","miR.712","miR.714","miR.872","miR.881","miR.92a","miR.155","miR.15a","miR.21","miR.19a","miR.20a","GUSB","GAPDH","miR.699","miR.685","miR.923","miR.1826","miR.1308","Quality","ElementCol","ElementRow","dose_rate","age","first_irrad"
"164","B664","control","control",0,0,"F",3,"FALSE","B 664","7-B664","72612A","G1",2406,613,834,831,1121,392,551,300,605,144,25377,3237,9922,1043,295,98,846,19684,131,94,977,22702,11246,18145,723,134,2576,890,1014,520,692,705,NA,275,3430,7588,23900,25300,25004,"control","1","G",0,879,109
"165","B664","control","control",0,0,"F",3,"FALSE","B 664","93-B664","72612A","E12",2324,528,783,687,310,364,421,180,506,126,27452,4983,7503,1208,299,84,318,19626,240,85,106,26817,7182,14630,1667,91,2482,298,358,388,343,424,NA,193,2155,5344,24676,26690,25712,"control","12","E",0,879,109
"166","B67","","G",197.55,1,"F",3,"FALSE"," B 67","6-B 67","100711","F1",7700,1893,2264,1741,1374,905,1503,8758,1516,156,29076,26977,9890,1063,NA,NA,316,26355,NA,NA,802,26992,3800,5618,NA,NA,3102,105,416,487,234,63,450,992,1485,6633,29229,26833,29201,"G","1","F",9.8775,354,109
"167","B67","","G",197.55,1,"F",3,"FALSE","B 67","6-B67","72612B","F1",4181,1559,1982,1959,1026,985,1444,791,1456,262,29251,4543,10033,1294,418,104,332,25129,207,139,3290,26858,2348,4618,570,198,2813,NA,492,2201,114,226,NA,424,2362,7119,27221,29046,30325,"G","1","F",9.8775,354,109
"168","B67","","G",197.55,1,"F",3,"FALSE","B 67","6-B67","72612A","F1",5438,1820,2293,2098,1219,684,1596,859,1633,271,26806,2068,16342,1428,227,NA,665,24604,97,78,1689,23063,2401,6767,132,NA,3555,638,648,2757,122,882,NA,351,2236,6813,25241,25962,24936,"G","1","F",9.8775,354,109
"169","B689","control","control",0,0,"M",3,"FALSE"," B 689","39-B689","102011","G5",337,NA,NA,NA,NA,54,NA,3287,NA,NA,NA,NA,132,307,NA,NA,NA,NA,NA,NA,NA,79,NA,317,63,NA,224,NA,NA,NA,127,NA,NA,57,NA,NA,1429,NA,63,"control","5","G",0,891,109
"170","B689","control","control",0,0,"M",3,"FALSE"," B 689","","4022012","G5",998,NA,NA,NA,NA,411,341,7641,NA,NA,87,107,522,1672,89,NA,NA,NA,108,NA,NA,268,76,1783,793,NA,678,97,NA,NA,231,NA,131,299,162,NA,1940,NA,1773,"control","5","G",0,891,109
"171","B7","","G",399,1,"F",3,"FALSE"," B 7","21-B7","102011","E3",6280,3164,3344,4004,965,751,2016,3487,1753,NA,28887,29570,20401,871,NA,NA,244,24815,NA,NA,2102,29655,14369,15749,NA,NA,2433,77,724,167,164,NA,107,270,4768,16064,25044,30851,30506,"G","3","E",19.995,299,117
"172","B711","","G ",197.55,1,"M",3,"TRUE"," B 711","41-B711","102011","A6",325,NA,NA,NA,83,151,NA,2906,NA,NA,11564,31919,290,137,NA,NA,NA,711,NA,NA,NA,2235,1356,3176,NA,NA,545,NA,NA,NA,NA,NA,325,56,311,499,32652,14810,26200,"control","6","A",9.8775,911,109
"173","B711","","G ",197.55,1,"M",3,"TRUE"," B 711","","4022012","A6",1091,NA,NA,121,144,718,204,9372,113,94,10833,32139,880,1384,91,NA,NA,1057,NA,NA,NA,2331,1834,5202,108,83,1197,86,NA,NA,NA,NA,125,371,437,672,33865,21440,20113,"control","6","A",9.8775,911,109
"174","B712","","G ",197.55,1,"M",3,"TRUE"," B 712","48-B712","102011","H6",1942,159,225,791,173,102,272,2139,493,NA,26740,31061,410,271,NA,NA,NA,9558,NA,NA,NA,14866,9872,10643,NA,NA,2235,NA,176,84,245,NA,138,NA,952,4179,12322,32250,24540,"control","6","H",9.8775,910,109
"175","B712","","G ",197.55,1,"M",3,"TRUE"," B 712","","4022012","H6",3138,314,245,1669,399,631,871,9243,2307,147,27321,26993,2703,1644,80,NA,925,16222,297,NA,NA,18058,10629,17385,2832,NA,5161,208,485,792,2130,689,377,495,2745,5930,28783,30041,30595,"control","6","H",9.8775,910,109
"176","B715","","G",545.7,1,"F",3,"TRUE"," B 715","9-B715","102011","A2",635,NA,NA,103,298,115,NA,2222,NA,NA,26554,24832,1066,133,NA,NA,75,2736,NA,NA,115,6166,2878,5350,NA,NA,677,NA,NA,NA,NA,NA,77,NA,615,1304,23990,21554,24706,"G","2","A",27.285,386,123
"177","B715","","G",545.7,1,"F",3,"TRUE"," B 715","","4022012","A2",1853,418,NA,144,1013,1162,199,6925,127,NA,22883,21620,1366,1171,77,NA,NA,2166,NA,NA,NA,5484,3251,7181,175,NA,1317,NA,NA,NA,NA,NA,173,324,550,1119,22310,21713,16899,"G","2","A",27.285,386,123
"178","B716","","G ",197.55,1,"M",3,"TRUE"," B 716","43-B716","102011","C6",2026,52,NA,256,182,184,202,3612,212,NA,34992,32279,3391,278,NA,NA,NA,5245,NA,NA,NA,18885,6029,12658,NA,NA,1467,NA,70,74,NA,NA,100,69,1371,2988,28411,35343,34911,"control","6","C",9.8775,911,109
"179","B716","","G ",197.55,1,"M",3,"TRUE"," B 716","","4022012","C6",3845,776,214,839,459,678,872,10777,642,533,32035,28195,4712,1593,100,NA,463,12582,89,NA,113,27317,12977,22830,241,NA,3768,187,292,708,350,NA,610,377,2549,5665,34936,33629,32735,"control","6","C",9.8775,911,109
"180","B79","","G",399,1,"F",3,"FALSE"," B 79","22-B79","102011","F3",4676,1165,1004,2578,1640,920,1692,3186,1573,NA,29699,28416,19095,777,NA,NA,196,24684,NA,NA,1676,28485,13160,15161,NA,NA,3965,121,888,696,225,109,147,301,2868,10742,24917,29485,29613,"G","3","F",19.995,370,109
"181","B79","","G",399,1,"F",3,"FALSE"," B 79","","4022012","F3",8735,2551,2045,7197,2737,3779,3422,9382,2960,1187,29526,25956,23352,2841,235,266,1088,24843,1013,NA,5014,28934,19667,21041,145,NA,8254,613,2388,3053,1069,252,387,731,5054,16899,23193,31839,26697,"G","3","F",19.995,370,109
"182","B88","N","",18.84,1,"F",3,"FALSE"," B 88","12-B88","102011","D2",4336,664,1089,2560,1040,527,746,2185,697,NA,28779,29029,20704,384,NA,NA,254,23947,NA,NA,1892,29490,9561,12683,NA,NA,1775,NA,595,97,NA,NA,62,138,4517,13614,26719,29096,28423,"N","2","D",2.826,387,109
"183","B88","N","",18.84,1,"F",3,"FALSE"," B 88","","4022012","D2",15133,3868,4585,10542,3672,2474,3026,8597,2816,464,26894,24628,28049,2686,149,209,955,24142,1277,NA,6671,28064,21743,22763,237,NA,7149,409,2599,1442,313,127,417,918,13111,22995,25603,29010,25198,"N","2","D",2.826,387,109
"184","C1192","control","control",0,0,"M",4,"FALSE"," C 1192","36-C 1192","100711","D5",5984,1372,1510,1218,779,769,1107,12459,1035,120,31264,33664,11606,2046,90,NA,1436,19300,NA,NA,769,32620,5601,11250,147,NA,4050,243,430,198,NA,174,293,607,2804,6015,35328,37192,39188,"control","5","D",0,927,114
"185","C1192","control","control",0,0,"M",4,"FALSE"," C 1192","  41-M c1192","120810","A6",493,115,146,NA,NA,75,80,42,69,10,11204,11550,1404,7,NA,NA,NA,4214,NA,NA,11,5493,1139,1228,NA,NA,173,2,8,NA,NA,NA,5958,15154,293,1162,18616,7558,4156,"control","6","A",0,927,114
"186","C1192","control","control",0,0,"M",4,"FALSE","c 1192","36-c1192","72612B","D5",3458,1474,1625,1792,1411,902,1225,749,1276,311,35079,9347,15547,2027,694,159,2789,26510,192,158,2052,39103,7737,15152,494,234,4497,401,488,913,404,386,76,632,4764,9600,34685,35381,35101,"control","5","D",0,927,114
"187","C1192","control","control",0,0,"M",4,"FALSE","c 1192","87-c1192","72612B","G11",4961,1905,2320,2505,841,775,1535,931,1742,368,32941,4643,16205,2089,767,232,206,28415,253,239,521,36306,11493,18714,364,265,4411,411,749,1314,231,350,121,771,5491,12772,26296,34303,33614,"control","11","G",0,927,114
"188","C1192","control","control",0,0,"M",4,"FALSE","c 1192","36-c1192","72612A","D5",3607,1318,1374,1758,472,549,1281,664,1306,294,30908,6054,20577,2004,369,136,2974,26298,153,144,4837,30956,6890,15738,466,165,6172,613,619,1049,312,290,NA,389,5190,7781,28386,32395,31024,"control","5","D",0,927,114
"189","C1192","control","control",0,0,"M",4,"FALSE","c 1192","87-c1192","72612A","G11",5659,1896,2309,2357,489,635,1436,885,1667,310,28941,2187,18458,1818,421,139,1404,21763,250,227,553,27737,11446,20401,388,389,4680,696,1694,2013,721,1684,NA,377,5548,11377,24899,27421,26647,"control","11","G",0,927,114
"190","C1472","N","",18.84,24,"M",4,"TRUE"," C 1472","8-C1472","102011","H1",2504,249,142,526,1135,187,334,2127,381,NA,26909,26115,3834,251,NA,NA,307,16454,NA,NA,768,19141,8974,14637,NA,NA,1519,NA,171,73,NA,NA,87,170,1446,6735,19033,25367,25480,"N","1","H",0.0173333,794,100
"191","C1472","N","",18.84,24,"M",4,"TRUE","C 1472","","4022012","H1",5500,463,399,1205,1395,571,714,6950,697,188,21271,20872,3772,1114,79,NA,333,14248,NA,NA,316,16680,9597,16768,78,NA,2447,86,450,469,208,80,225,743,1479,4375,23998,21745,22145,"N","1","H",0.0173333,794,100
"192","C1589","N","",18.84,24,"M",4,"TRUE","C 1589","4-C1589","102011","D1",1470,248,225,324,1439,133,223,2625,213,NA,28003,27402,1240,197,NA,NA,97,9951,NA,NA,531,11464,7569,12623,NA,NA,1273,NA,NA,NA,NA,NA,NA,64,1251,3136,26247,27386,28736,"N","1","D",0.0173333,773,107
"193","C1589","N","",18.84,24,"M",4,"TRUE"," C 1589","","4022012","D1",3711,680,13024,3937,1859,652,964,7875,692,167,20427,21017,2646,1421,90,NA,226,16446,NA,NA,340,19430,15596,21817,95,NA,2786,102,331,693,369,NA,360,517,2542,6490,28091,22620,23235,"N","1","D",0.0173333,773,107
"194","C1653","N","",18.84,24,"F",4,"TRUE"," C 1653","5-C1653","102011","E1",805,NA,NA,NA,NA,52,78,2634,NA,NA,NA,80,143,204,NA,NA,NA,NA,NA,NA,NA,62,NA,1598,NA,NA,166,NA,NA,NA,60,NA,NA,58,NA,NA,1330,NA,148,"N","1","E",0.0173333,796,114
"195","C1653","N","",18.84,24,"F",4,"TRUE"," C 1653","","4022012","E1",4771,81,NA,NA,129,397,725,7991,123,NA,92,264,516,1295,NA,125,NA,NA,NA,NA,NA,267,182,3948,NA,NA,688,116,NA,NA,604,NA,465,556,87,NA,1348,89,84,"N","1","E",0.0173333,796,114
"196","C2212","","G",1840.3,24,"M",4,"FALSE"," C 2212","  81-M c2212","120810","A11",634,166,137,4,209,207,124,93,190,93,16043,14334,1085,27,9,151,NA,5399,27,NA,42,5621,4888,4564,NA,23,272,43,65,25,26,3,7021,12822,714,2562,5532,14578,11755,"G","11","A",1.70378,770,93
"197","C2360","","G",197.55,24,"M",4,"FALSE"," C 2360","46-C 2360","100711","F6",2720,202,379,158,427,581,243,12144,313,NA,31512,37140,1021,1272,62,NA,NA,2618,NA,NA,335,6428,1137,2785,104,NA,2078,202,57,53,129,95,447,633,379,973,37503,32205,16188,"G","6","F",0.182889,802,93
"198","C2360","","G",197.55,24,"M",4,"FALSE","c 2360","45-c2360","72612A","E6",1199,191,401,218,187,229,236,77,255,95,31121,1988,2459,2045,112,NA,253,3652,NA,NA,205,9079,840,5335,740,NA,1892,145,116,298,514,95,NA,101,456,1064,34144,34706,20094,"G","6","E",0.182889,802,93
"199","C2360","","G",197.55,24,"M",4,"FALSE"," C 2360","  79-M c2360","120810","G10",127,3,6,NA,NA,NA,NA,1,NA,NA,815,5026,NA,5,NA,NA,6,74,NA,NA,NA,132,26,47,NA,NA,17,NA,NA,NA,7,NA,6950,18239,4,NA,18007,4842,528,"G","10","G",0.182889,802,93
"200","C2360","","G",197.55,24,"M",4,"FALSE","c 2360","45-c2360","72612B","E6",3467,672,1146,726,968,2317,882,305,940,253,35039,9395,5523,1380,467,98,2872,17242,154,165,276,36320,3476,8710,509,162,3338,450,495,677,366,270,NA,340,1363,8534,34681,37123,35336,"G","6","E",0.182889,802,93
"201","C2539","","G",197.55,24,"M",4,"FALSE"," C 2539","47-C 2539","100711","G6",2844,114,115,193,278,868,878,12196,274,77,30032,27622,1960,1305,NA,NA,886,1938,NA,NA,391,8663,1829,4828,95,NA,1809,270,305,146,124,134,1663,537,576,7802,33177,29583,29195,"G","6","G",0.182889,800,114
"202","C2539","","G",197.55,24,"M",4,"FALSE","c 2539","46-c2539","72612A","F6",360,NA,82,NA,81,128,83,NA,NA,NA,17921,722,2173,2044,NA,NA,NA,883,NA,NA,NA,2939,780,6490,394,NA,1428,NA,NA,NA,398,NA,121,NA,266,468,31192,22416,13901,"G","6","F",0.182889,800,114
"203","C2539","","G",197.55,24,"M",4,"FALSE","c 2539","46-c2539","72612B","F6",225,258,NA,NA,NA,221,252,310,NA,NA,6778,400,4291,1600,679,108,104,944,10517,3253,NA,1869,657,4081,3124,762,1834,NA,NA,NA,609,NA,NA,NA,2411,432,39935,12549,10705,"G","6","F",0.182889,800,114
"204","C2539","","G",197.55,24,"M",4,"FALSE"," C 2539","  77-M c2539","120810","E10",213,5,2,2,14,27,NA,3,NA,1,603,4348,43,NA,NA,NA,8,44,NA,NA,NA,125,45,99,3,NA,20,NA,NA,2,NA,NA,8256,10292,7,43,17365,2663,755,"G","10","E",0.182889,800,114
"205","C2745","","G ",197.5,24,"M",4,"TRUE"," C 2745","","4022012","C1",2389,NA,NA,76,895,660,268,7235,80,NA,7084,23408,707,1190,NA,NA,NA,428,NA,NA,110,3019,1886,7309,117,NA,822,NA,NA,NA,409,NA,166,288,537,558,27996,21319,18232,"control","1","C",0.182889,849,114
"206","C2745","","G ",197.5,24,"M",4,"TRUE","C 2745","3-C2745","102011","C1",817,NA,NA,NA,942,90,63,2488,NA,NA,2399,17896,216,244,NA,NA,NA,183,NA,NA,72,1105,657,2814,NA,NA,233,NA,NA,NA,NA,NA,125,51,230,334,27596,22762,10963,"control","1","C",0.182889,849,114
"207","C3104","","G ",197.5,24,"M",4,"TRUE","C 3104","","4022012","A1",1074,82,NA,189,476,2126,335,6660,219,NA,25097,21912,774,1100,NA,NA,NA,1762,NA,NA,NA,6849,2772,13436,NA,NA,1395,NA,NA,108,NA,NA,134,204,1166,3083,19588,24780,20210,"control","1","A",0.182889,795,100
"208","C3104","","G ",197.5,24,"M",4,"TRUE","C 3104","1-C3104","102011","A1",654,NA,NA,52,1372,105,71,1975,59,NA,21068,22234,290,171,NA,NA,101,996,NA,NA,146,2980,1026,4791,NA,NA,420,NA,NA,NA,NA,NA,108,75,739,2150,19509,25100,10539,"control","1","A",0.182889,795,100
"209","C3259","","G ",197.5,24,"M",4,"TRUE","C 3259","2-C3259","102011","B1",721,NA,NA,NA,914,90,73,2494,NA,NA,19607,24624,325,210,NA,NA,96,906,NA,NA,170,2993,1135,5004,NA,NA,292,NA,NA,NA,NA,NA,NA,213,378,1655,24037,23152,16416,"control","1","B",0.182889,832,100
"210","C3259","","G ",197.5,24,"M",4,"TRUE","C 3259","","4022012","B1",1390,NA,NA,134,901,427,258,6908,139,NA,22496,16397,740,1201,NA,NA,143,1431,NA,NA,NA,6518,2286,11013,NA,NA,988,NA,NA,NA,177,NA,330,423,771,2313,27311,21161,18783,"control","1","B",0.182889,832,100
"211","C345","","G",1840.3,24,"M",4,"FALSE"," C 345","  83-M C345","120810","C11",1163,290,302,NA,160,191,179,127,176,26,12142,17097,4712,2,NA,NA,NA,10574,NA,NA,97,15667,6920,4982,NA,NA,414,NA,55,5,NA,NA,7632,16102,1100,2985,18261,17277,14585,"G","11","C",1.70378,590,100
"212","C345","","G",1840.3,24,"M",4,"FALSE","c 345","83-c345","72612B","C11",12114,5014,5058,7970,2514,5541,5450,2702,3870,936,34334,5957,33993,5897,1020,362,456,32018,1714,513,4398,34975,31443,34061,863,452,7495,253,2172,7351,356,853,212,1152,24336,31307,29872,34100,33078,"G","11","C",1.70378,590,100
"213","C345","","G",1840.3,24,"M",4,"FALSE"," C 345","85-C 345","100711","E11",18439,4492,4711,7291,2606,2866,3621,11287,3818,707,29377,24886,25808,2754,772,304,142,23646,1142,621,5498,30618,25354,23990,1427,520,9534,284,2138,2238,585,203,386,2961,14842,24771,20366,23931,30107,"G","11","E",1.70378,590,100
"214","C345","","G",1840.3,24,"M",4,"FALSE","c 345","83-c345","72612A","C11",15036,5248,5522,7309,2894,2274,3871,2682,4267,1058,27722,2470,27521,5307,524,291,673,23234,611,264,8273,29663,25465,21159,1064,297,9214,193,2778,9278,3282,751,NA,844,20973,23038,22391,26394,27511,"G","11","C",1.70378,590,100
"215","C3734","","G",197.55,24,"M",4,"FALSE"," C 3734","  78-M c3734","120810","F10",202,NA,4,4,NA,29,NA,NA,NA,NA,825,7807,NA,NA,NA,NA,NA,44,NA,NA,2,252,67,197,NA,NA,16,1,NA,NA,NA,2,11006,17439,6,69,14054,7438,2735,"G","10","F",0.182889,801,114
"216","C3734","","G",197.55,24,"M",4,"FALSE","c 3734","75-c3734","72612A","C10",246,NA,NA,NA,NA,76,NA,NA,NA,86,19288,712,1659,1626,NA,NA,NA,655,296,NA,NA,2351,466,6237,2033,441,968,NA,NA,NA,341,NA,NA,NA,287,509,33174,29364,13425,"G","10","C",0.182889,801,114
"217","C3734","","G",197.55,24,"M",4,"FALSE"," C 3734","77-C 3734","100711","E10",1649,103,73,55,84,807,63,10885,105,NA,21518,27735,746,1223,NA,NA,79,869,NA,NA,98,3621,723,3262,123,NA,1290,134,NA,NA,NA,63,344,1148,260,8071,33723,27445,23469,"G","10","E",0.182889,801,114
"218","C3736","N","",18.84,24,"F",4,"TRUE","C 3736","","4022012","F1",2073,NA,NA,NA,429,380,341,7567,NA,NA,9998,23031,525,1243,NA,NA,185,175,NA,NA,NA,2557,558,5533,NA,NA,541,NA,NA,NA,517,NA,100,402,124,738,29231,18575,7654,"N","1","F",0.0173333,718,100
"219","C3736","N","",18.84,24,"F",4,"TRUE"," C 3736","6-C3736","102011","F1",576,NA,NA,NA,127,78,53,2447,NA,NA,2679,11159,209,246,NA,NA,NA,64,NA,NA,NA,788,219,2222,54,NA,149,NA,NA,NA,70,NA,NA,56,NA,334,26030,4620,3422,"N","1","F",0.0173333,718,100
"220","C3867","control","control",0,24,"F",4,"FALSE","c 3867","92-c3867","72612A","D12",4457,994,1784,801,168,502,881,346,1035,240,26717,2615,5480,1653,206,NA,269,18452,579,NA,403,23774,3664,8457,2002,NA,3179,744,564,1338,1130,1672,NA,127,2282,4785,23907,27732,21568,"control","12","D",0,829,100
"221","C3867","control","control",0,24,"F",4,"FALSE","c 3867","92-c3867","72612B","D12",4509,1067,1758,929,288,2504,969,390,1108,269,30618,4726,4839,1103,422,NA,1899,24578,98,86,271,31100,4767,7564,1135,131,2298,106,293,956,90,187,NA,327,1515,8025,30110,33352,25440,"control","12","D",0,829,100
"222","C3867","control","control",0,0,"F",4,"FALSE"," C 3867","30-C 3867","100711","F4",2197,349,264,312,393,2464,503,10985,288,NA,20161,27021,1333,1330,NA,NA,2234,3903,NA,NA,172,12494,4344,10670,86,NA,2200,333,192,103,111,103,230,364,1051,3579,28276,30649,30926,"control","4","F",0,829,100
"223","C3867","control","control",0,0,"F",4,"FALSE"," C 3867","  40-F c3867","120810","H5",116,26,16,2,132,86,21,4,21,6,1666,10985,93,17,NA,14,NA,482,NA,NA,6,972,629,995,NA,NA,74,NA,3,5,5,NA,12456,20651,89,459,14804,18724,5491,"control","5","H",0,829,100
"224","C3867","control","control",0,0,"F",4,"FALSE","c 3867","30-c3867","72612B","F4",433,106,115,136,1063,294,136,NA,145,NA,11504,6507,1657,1078,235,NA,505,1892,NA,NA,203,6298,1429,6973,202,NA,1488,NA,89,118,340,106,NA,560,430,2432,37334,37380,30832,"control","4","F",0,829,100
"225","C3867","control","control",0,0,"F",4,"FALSE","c 3867","30-c3867","72612A","F4",386,NA,100,132,92,153,86,NA,112,83,14126,779,2004,1812,109,NA,NA,1999,NA,NA,NA,5723,1072,6878,191,NA,1583,NA,120,185,461,185,NA,106,367,1533,30494,31254,22855,"control","4","F",0,829,100
"226","C3884","N","",18.84,24,"F",4,"TRUE","C 3884","","4022012","G1",2039,102,NA,NA,1013,381,154,5893,NA,NA,13252,16623,830,1296,NA,NA,108,636,NA,NA,NA,8013,1099,7648,NA,NA,603,NA,NA,NA,225,NA,1076,252,323,1633,27237,25365,14656,"N","1","G",0.0173333,764,100
"227","C3884","N","",18.84,24,"F",4,"TRUE"," C 3884","7-C3884","102011","G1",613,NA,NA,NA,1294,163,NA,2345,NA,NA,6874,12847,324,256,NA,NA,NA,330,NA,NA,232,4285,661,4303,NA,NA,204,NA,NA,NA,NA,NA,NA,64,152,1237,25400,27528,9805,"N","1","G",0.0173333,764,100
"228","C432","","G",1840.3,24,"M",4,"FALSE"," C 432","45-C 432","100711","E6",25743,5494,4974,6771,3430,2472,3525,12775,4103,1363,24856,25253,34803,3401,93,121,316,30705,1438,88,10408,28092,28590,29723,149,692,14529,335,1654,2949,274,376,563,1311,28898,26779,28496,32196,36174,"G","6","E",1.70378,603,107
"229","C432","","G",1840.3,24,"M",4,"FALSE"," C 432","  82-M C432","120810","B11",2038,326,297,NA,114,203,94,94,149,57,14927,14767,4309,28,NA,2,NA,9455,NA,NA,184,11272,3656,2515,NA,NA,362,4,30,18,NA,NA,6214,15331,1155,3471,14962,13814,11500,"G","11","B",1.70378,603,107
"230","C432","","G",1840.3,24,"M",4,"FALSE","c 432","44-c432","72612B","D6",18425,3849,4086,5600,1649,13589,4277,1160,2875,1507,33254,10592,36159,4740,812,265,5959,26875,345,350,7229,39305,32889,34000,954,339,9748,1280,2330,7724,321,855,192,836,24972,35688,34391,34064,38785,"G","6","D",1.70378,603,107
"231","C432","","G",1840.3,24,"M",4,"FALSE","c 432","44-c432","72612A","D6",16819,3746,4511,5275,3128,1740,1517,1008,2850,1600,32861,7593,30137,5338,479,204,4684,27452,241,257,10400,30460,22017,24470,864,401,13431,12341,18385,7769,537,8748,392,1040,24452,21753,26132,29053,30708,"G","6","D",1.70378,603,107
"232","C837","","G",197.55,24,"U",4,"FALSE"," C 837","  80-M C837","120810","H10",1195,433,459,NA,339,316,308,337,313,41,11555,15206,2518,50,NA,6,NA,14288,NA,NA,19,8762,3754,2505,NA,NA,850,NA,152,43,NA,NA,7851,13734,1597,5621,16237,16349,13443,"G","10","H",0.182889,825,114
"233","C863","","G",1840.3,24,"M",4,"FALSE"," C 863","61-C 863","100711","E8",7692,2704,2667,4949,5325,1628,1994,12857,1790,300,30943,32738,33068,2732,93,132,1207,34830,107,60,1799,29469,27664,30094,151,956,7548,202,1375,701,201,222,392,12435,8601,21482,33341,33925,38894,"G","8","E",1.70378,584,107
"234","C863","","G",1840.3,24,"M",4,"FALSE"," C 863","  84-M C863","120810","D11",453,39,47,NA,60,68,21,23,18,NA,7259,6468,1201,4,NA,4,NA,4712,NA,NA,16,4374,2200,1134,NA,NA,123,NA,14,NA,NA,NA,4686,12722,248,944,12606,5625,2851,"G","11","D",1.70378,584,107
"235","C863","","G",1840.3,24,"M",4,"FALSE","c 863","60-c863","72612B","D8",4698,1901,2323,4202,1273,4395,1683,886,1596,406,32242,8391,30539,2931,716,222,8813,34380,247,236,1137,35988,24840,28215,757,283,4403,742,2511,2880,781,550,120,530,6205,23933,29275,33467,35638,"G","8","D",1.70378,584,107
"236","C863","","G",1840.3,24,"M",4,"FALSE","c 863","60-c863","72612A","D8",5744,2139,2667,5232,1306,1416,1674,1065,1796,386,31646,5786,27323,3320,498,182,2217,25169,251,180,1792,33249,24139,23946,2036,209,6092,508,1903,4203,5530,2560,10434,422,9457,20272,25987,30382,31295,"G","8","D",1.70378,584,107
"237","CUOFC","","",0,0,"U",0,"FALSE"," C UofC","  3-M c UofC","120810","C1",2749,1515,1950,15,1010,439,1591,823,1427,73,6326,14417,3462,232,NA,67,169,15513,NA,NA,1198,13684,6595,4311,NA,NA,2006,NA,736,141,33,14,5773,12883,1480,3428,16142,14771,10516,"control","1","C",NA,NA,NA
"238","D112","N","",0,300,"M",8,"FALSE"," D 112","62-D 112","100711","F8",23915,8005,8930,9344,2612,3918,6341,13813,5693,715,24082,25519,35330,5028,180,138,511,34273,NA,118,17639,23004,28774,32119,129,1861,12535,415,2304,1559,303,208,1995,1184,25825,27843,29277,30844,33786,"N","8","F",0.0137778,843,108
"239","D112","N","",0,300,"M",8,"FALSE"," D 112","  11-M d112","120810","C2",1079,255,429,NA,275,150,186,127,204,24,10762,17273,4881,47,NA,2,NA,11903,NA,NA,357,12732,7786,5206,NA,NA,154,NA,52,9,2,NA,6727,13912,912,2163,18493,17429,12569,"N","2","C",0.0137778,843,108
"240","D112","N","",0,300,"M",8,"FALSE","d 112","61-d112","72612B","E8",12695,5369,6235,8366,1492,12842,6559,3594,4198,841,36150,10383,35040,7101,1016,303,5731,31307,402,460,10360,42045,31517,36924,771,416,7052,475,1999,4025,339,684,216,895,20370,36397,32719,37121,40530,"N","8","E",0.0137778,843,108
"241","D112","N","",0,300,"M",8,"FALSE","d 112","61-d112","72612A","E8",14889,5131,5856,7087,1475,1858,3859,2369,4278,795,30966,7386,27072,7477,697,256,2456,23548,356,270,13658,32810,27679,23663,1312,331,7887,1676,3928,6657,3939,3914,3144,701,19577,23912,24266,28960,30787,"N","8","E",0.0137778,843,108
"242","D130","","G",0,300,"M",8,"FALSE"," D 130","58-D 130","100711","B8",16909,5604,5499,6900,1248,2901,5505,12946,4623,1165,29986,26833,24846,2527,189,415,2857,30460,NA,182,2189,32330,31633,32833,100,61,8998,682,1749,2446,446,139,384,782,17844,24385,21541,28499,30908,"G","8","B",0.148,877,108
"243","D130","","G",0,300,"M",8,"FALSE"," D 130","  12-M d130","120810","D2",1813,809,857,7,879,837,610,507,851,265,12929,17328,4262,127,27,843,133,13109,136,43,412,11341,3762,2489,NA,101,1002,151,285,140,184,NA,6579,15827,1266,3652,16576,18379,10056,"G","2","D",0.148,877,108
"244","D130","","G",0,300,"M",8,"FALSE","d 130","57-d130","72612B","A8",10643,4360,4178,6844,935,2806,4109,2669,4232,944,34010,11806,27478,4577,662,133,2611,35730,507,283,1238,40317,30542,32946,2690,249,5753,162,2303,7336,165,414,111,492,15734,27081,32731,34443,33655,"G","8","A",0.148,877,108
"245","D130","","G",0,300,"M",8,"FALSE","d 130","57-d130","72612A","A8",13161,4883,6771,7725,1067,1592,4289,2732,4318,1023,29988,9489,20101,3731,362,142,190,23096,105,131,1774,31937,24184,24484,2410,152,6110,NA,2156,7460,128,267,86,392,12540,21087,24050,29076,27761,"G","8","A",0.148,877,108
"246","D160","","G",0,300,"M",8,"FALSE"," D 160","59-D 160","100711","C8",9549,2310,2029,2173,1814,1589,1648,13429,1528,210,23411,28276,33969,2284,211,111,632,35303,55,60,3199,30453,30017,31515,130,NA,4510,228,662,509,182,121,545,750,11082,19501,32615,34091,37806,"G","8","C",0.148,929,108
"247","D160","","G",0,300,"M",8,"FALSE"," D 160","  15-M D160","120810","G2",973,365,307,1,477,365,251,148,267,111,10724,13595,2786,47,8,259,117,7859,49,3,282,8003,5154,3788,NA,42,NA,92,89,55,77,9,4591,15063,758,2258,16894,16247,15592,"G","2","G",0.148,929,108
