"","Janus.Tissue.ID","Neutron","Gamma","Total.dose","X..Fractions","Gender","JM.exp.series","DISEASE","Janus.Tissue.ID.1","HTG.Sample.label","Array","Element","let.7b","miR.143","miR.145","miR.16","miR.17","miR.214","miR.23a","miR.24","miR.27a","miR.34a","miR.574.5p","miR.720","miR.1195","miR.466f.3p","miR.467b","miR.503","miR.669i","miR.690","miR.701","miR.703","miR.706","miR.709","miR.712","miR.714","miR.872","miR.881","miR.92a","miR.155","miR.15a","miR.21","miR.19a","miR.20a","GUSB","GAPDH","miR.699","miR.685","miR.923","miR.1826","miR.1308","Quality","ElementCol","ElementRow","dose_rate","age","first_irrad"
"418","S1447","control","control",0,0,"M",13,"FALSE","s 1447","91-s1447","72612A","C12",20860,10137,11419,17888,4053,2735,8667,4814,9544,1211,24758,4007,20756,11423,382,249,562,20935,196,294,19203,26627,24158,19221,1216,131,16312,1398,6618,13669,466,1559,NA,676,16200,19529,21635,24621,20364,"control","12","C",0,935,110
"419","S1536","N","",2.05,60,"M",13,"FALSE"," S 1536","  68-M S1536","120810","D9",130,13,27,4,NA,38,6,NA,1,NA,2266,3366,66,2,NA,NA,NA,536,NA,NA,NA,654,366,310,NA,NA,46,NA,NA,NA,NA,NA,9879,18982,31,139,22361,5364,2594,"N","9","D",0.0015,960,115
"420","S606","","G",100,60,"F",13,"FALSE"," S 606","  55-F s606","120810","G7",3069,856,986,NA,232,525,1015,1185,952,348,18543,15912,13602,1145,NA,43,NA,16344,NA,NA,3309,15355,8506,5231,NA,NA,577,NA,230,16,NA,NA,18071,20188,1505,8110,19746,20547,11179,"G","7","G",0.083,852,114
"421","S641","","G",100,60,"F",13,"FALSE"," S 641","16-S 641","100711","H2",20704,18773,15367,23472,9880,7702,14456,11522,11176,1362,21500,21831,26600,10218,229,438,621,27937,80,341,19030,20761,23675,24648,222,NA,18730,479,7913,8095,2108,393,1919,6030,24521,22935,25059,23829,25508,"G","2","H",0.083,863,114
"422","S641","","G",100,60,"F",13,"FALSE"," S 641","  56-F s641","120810","H7",2628,1627,1147,3,601,535,698,635,672,114,12156,18851,5419,218,NA,21,56,15893,NA,NA,683,14127,14666,11112,NA,NA,1245,NA,320,150,57,16,9989,18605,4819,8859,19472,19259,16008,"G","7","H",0.083,863,114
"423","S641","","G",100,60,"F",13,"FALSE","s 641","16-s641","72612B","H2",20818,16126,9602,17713,4767,2492,5386,2799,7326,1628,30053,2703,28669,20379,1039,466,3158,26834,461,1803,25875,32948,27541,25932,435,222,13651,630,3513,23082,842,1344,473,2043,28430,29110,30494,30183,28558,"G","2","H",0.083,863,114
"424","S641","","G",100,60,"F",13,"FALSE","s 641","16-s641","72612A","H2",23436,17728,12089,18316,6304,2882,5193,3307,8552,1515,25120,2984,25600,20435,717,496,1028,24494,357,1247,21709,25435,24489,19211,438,207,16082,523,4706,18205,1560,931,1389,1903,22269,24587,25004,25302,26997,"G","2","H",0.083,863,114
"425","S642","","G",100,60,"M",13,"FALSE"," S 642","17-S 642","100711","A3",1858,215,228,449,236,853,714,8862,377,NA,24482,25543,6558,1972,NA,NA,70,16101,104,NA,1338,22194,4880,4012,163,NA,1075,104,135,59,NA,NA,128,335,785,2436,30393,25979,4515,"G","3","A",0.083,864,114
"426","S642","","G",100,60,"M",13,"FALSE"," S 642","17-S 642","100711","A3",1858,215,228,449,236,853,714,8862,377,NA,24482,25543,6558,1972,NA,NA,70,16101,104,NA,1338,22194,4880,4012,163,NA,1075,104,135,59,NA,NA,128,335,785,2436,30393,25979,4515,"G","3","A",0.375,729,109
"427","S642","","G",100,60,"M",13,"FALSE"," S 642","  63-M s642","120810","G8",2312,1536,1315,NA,164,353,744,607,575,91,8035,19082,4114,132,NA,NA,NA,16836,NA,NA,625,11919,8068,5800,NA,NA,667,11,200,38,2,NA,7796,17620,1881,4583,20631,20329,12914,"G","8","G",0.083,864,114
"428","S642","","G",100,60,"M",13,"FALSE"," S 642","  63-M s642","120810","G8",2312,1536,1315,NA,164,353,744,607,575,91,8035,19082,4114,132,NA,NA,NA,16836,NA,NA,625,11919,8068,5800,NA,NA,667,11,200,38,2,NA,7796,17620,1881,4583,20631,20329,12914,"G","8","G",0.375,729,109
"429","S642","","G",100,60,"M",13,"FALSE","s 642","17-s642","72612B","A3",13706,10803,8964,11527,1614,2528,6666,4315,5898,968,31585,1522,24777,16496,667,322,1654,30121,399,717,21226,32413,30489,32138,322,289,6373,221,3179,7549,330,555,191,1000,19094,29703,24592,29104,29808,"G","3","A",0.083,864,114
"430","S642","","G",100,60,"M",13,"FALSE","s 642","17-s642","72612B","A3",13706,10803,8964,11527,1614,2528,6666,4315,5898,968,31585,1522,24777,16496,667,322,1654,30121,399,717,21226,32413,30489,32138,322,289,6373,221,3179,7549,330,555,191,1000,19094,29703,24592,29104,29808,"G","3","A",0.375,729,109
"431","S642","","G",100,60,"M",13,"FALSE","s 642","17-s642","72612A","A3",16551,12122,9282,12640,1715,2524,7017,5108,6789,985,24501,2008,21953,17803,402,350,577,23536,292,409,22457,25482,27679,26481,294,221,7160,118,3942,9549,361,396,195,801,19418,21201,16116,22399,25554,"G","3","A",0.083,864,114
"432","S642","","G",100,60,"M",13,"FALSE","s 642","17-s642","72612A","A3",16551,12122,9282,12640,1715,2524,7017,5108,6789,985,24501,2008,21953,17803,402,350,577,23536,292,409,22457,25482,27679,26481,294,221,7160,118,3942,9549,361,396,195,801,19418,21201,16116,22399,25554,"G","3","A",0.375,729,109
"433","S654","","G",100,60,"F",13,"FALSE"," S 654","33-S 654","100711","A5",27452,21396,16479,31549,18053,7832,15028,13309,13672,1498,27594,23569,28888,21698,224,1208,2901,27417,207,796,29345,26004,27428,30202,173,NA,29472,1265,18406,6593,4033,1143,2087,8565,30405,22963,25036,27377,29021,"G","5","A",0.083,810,114
"434","S654","","G",100,60,"F",13,"FALSE"," S 654","  53-F s654","120810","E7",1812,849,882,NA,559,485,456,450,257,43,17171,17626,12670,1004,NA,25,NA,15346,NA,NA,3116,12025,16563,14601,NA,NA,1501,NA,276,14,22,NA,17107,15934,5769,10813,17201,17774,17415,"G","7","E",0.083,810,114
"435","S654","","G",100,60,"F",13,"FALSE","s 654","33-s654","72612B","A5",25729,14256,9993,29441,10658,4398,7295,5259,8001,1474,34954,1147,31893,31529,969,966,977,27780,1040,2952,35691,35482,28905,29496,589,388,24756,1197,10336,17141,1829,2156,431,3799,36663,29446,27102,30338,33868,"G","5","A",0.083,810,114
"436","S654","","G",100,60,"F",13,"FALSE","s 654","33-s654","72612A","A5",27357,14933,11656,27362,12158,3751,7047,5605,8291,1582,31135,1641,22592,26272,1672,1068,1474,19462,1629,1966,31063,27974,24994,20898,705,818,21341,1324,11898,18867,2107,2543,367,3359,22955,27059,23223,27539,27748,"G","5","A",0.083,810,114
"437","S709","","G",100,60,"M",13,"FALSE"," S 709","31-S 709","100711","G4",22715,20276,17503,24989,4535,4697,12895,13902,10530,794,27530,26384,31477,13152,115,319,529,30939,53,148,28490,27146,23637,25645,143,63,17448,310,6226,5002,1338,446,923,2059,23427,26444,29272,26666,32447,"G","4","G",0.083,880,114
"438","S709","","G",100,60,"M",13,"FALSE"," S 709","  64-M S709","120810","H8",1345,993,1058,11,225,309,533,482,530,38,10327,10285,4885,209,NA,7,NA,13250,NA,NA,861,7065,5959,3310,NA,NA,664,6,197,56,18,3,8711,17913,1393,5664,20909,21150,6119,"G","8","H",0.083,880,114
"439","S709","","G",100,60,"M",13,"FALSE","s 709","31-s709","72612B","G4",20094,14520,12058,19316,3680,2269,9836,6200,9323,1243,39793,10728,34564,25602,1029,373,8609,32615,436,792,31115,39463,32233,32960,807,332,12638,1017,5178,17698,740,925,305,1459,29008,35517,35870,35757,36506,"G","4","G",0.083,880,114
"440","S709","","G",100,60,"M",13,"FALSE","s 709","31-s709","72612A","G4",19939,14600,12566,16204,4068,2173,9680,6109,9687,1010,30855,5360,27187,22716,637,317,3224,24664,298,450,25918,27115,21970,21186,811,215,13759,3558,8781,17085,830,800,285,1099,22787,23534,27160,28462,29274,"G","4","G",0.083,880,114
"441","S712","","G",100,60,"F",13,"FALSE"," S 712","15-S 712","100711","G2",23208,12638,12088,26023,14843,7800,7808,10555,7695,1508,23787,20843,25365,17744,173,1134,1541,25781,90,604,22691,22959,26293,26817,140,NA,25134,525,12683,3892,2595,1328,1364,5443,28558,21135,19682,22919,23899,"G","2","G",0.083,824,114
"442","S712","","G",100,60,"F",13,"FALSE"," S 712","  54-F s712","120810","F7",4104,1712,1602,NA,1538,883,433,476,562,165,16177,16278,10939,1568,NA,149,NA,15560,NA,NA,4249,15631,16278,14337,NA,NA,3380,NA,716,110,58,39,15972,16474,8935,14055,16074,16274,15598,"G","7","F",0.083,824,114
"443","S712","","G",100,60,"F",13,"FALSE","s 712","15-s712","72612B","G2",24796,12872,9732,25430,7760,6539,2922,1846,5446,1966,29644,3082,28172,25470,987,850,2534,31270,484,2188,26638,33598,29029,32090,719,223,27576,687,6483,14310,1467,2290,447,3040,29498,32215,27249,31139,27731,"G","2","G",0.083,824,114
"444","S712","","G",100,60,"F",13,"FALSE","s 712","15-s712","72612A","G2",26673,13771,10972,22489,11297,3515,2975,2345,6272,2019,25774,4854,27101,25387,748,951,1568,25480,413,1383,19408,17573,19363,22948,907,235,20645,642,7034,15935,1559,1453,371,3407,26177,21816,24293,26759,26078,"G","2","G",0.083,824,114
"445","S716","N","",30.78,60,"F",13,"FALSE"," S 716","79-S 716","100711","G10",22335,17918,16287,9832,732,2743,9198,12214,7287,891,28396,25149,29978,6398,129,100,408,29937,NA,NA,20026,30901,16566,20185,139,NA,4976,1015,2390,1974,257,731,1720,858,10666,21535,24585,26729,24062,"N","10","G",0.0255,838,113
"446","S716","N","",30.78,60,"F",13,"FALSE"," S 716","  58-F s716","120810","B8",1211,1028,923,NA,64,184,322,268,315,59,7634,8713,3895,82,NA,NA,NA,4248,NA,NA,426,7451,2338,1167,NA,NA,185,NA,59,12,NA,NA,8084,15773,674,2971,21972,22305,1848,"N","8","B",0.0255,838,113
"447","S716","N","",30.78,60,"F",13,"FALSE","s 716","77-s716","72612B","E10",9596,11771,9814,5455,609,2658,5289,2706,5064,815,35802,3663,31762,11872,904,197,2126,19944,1491,190,10222,40202,12983,20800,11501,293,3598,377,1720,5147,493,462,255,489,17783,23010,33248,37529,27679,"N","10","E",0.0255,838,113
"448","S716","N","",30.78,60,"F",13,"FALSE","s 716","77-s716","72612A","E10",13999,14735,12305,6783,686,816,6215,3333,6438,769,34617,4390,27612,13157,667,232,5189,20818,246,184,20305,28880,19750,21480,650,202,9527,7298,4796,6437,322,4909,NA,448,9403,18950,27413,31022,25802,"N","10","E",0.0255,838,113
"449","S722","N","",2.05,60,"F",13,"FALSE"," S 722","81-S 722","100711","A11",13103,11972,8591,8835,1138,1867,4752,9574,4907,532,26760,25770,22615,6159,150,137,287,21268,229,203,17523,24534,16869,18890,439,NA,6719,226,2016,1589,317,90,414,899,6516,23215,25284,24837,21199,"N","11","A",0.0015,874,108
"450","S722","N","",2.05,60,"F",13,"FALSE"," S 722","  50-F s722","120810","B7",1157,1023,847,NA,100,132,345,274,282,40,9305,9130,4795,136,NA,NA,NA,3567,NA,NA,658,6893,2529,1811,NA,NA,371,NA,83,22,NA,NA,9433,19497,1028,5194,21331,21137,3556,"N","7","B",0.0015,874,108
"451","S722","N","",2.05,60,"F",13,"FALSE","s 722","78-s722","72612B","F10",10394,12074,8146,7908,992,15071,4933,2433,4792,1038,35830,6776,34560,21580,1225,291,2716,20950,258,276,28770,40217,29365,33819,421,290,5984,267,2053,9433,335,550,188,858,13546,36259,33701,36411,35949,"N","10","F",0.0015,874,108
"452","S722","N","",2.05,60,"F",13,"FALSE","s 722","78-s722","72612A","F10",14983,14479,9023,5784,1094,815,4255,2350,5763,857,32085,4765,27500,19831,726,261,1784,19545,263,166,27591,29383,21795,20300,530,318,8260,1627,5250,18906,3622,7067,NA,739,15618,23091,26021,28552,30082,"N","10","F",0.0015,874,108
"453","S788","N","",2.05,60,"M",13,"FALSE"," S 788","34-S 788","100711","B5",13545,13953,12162,27469,8266,5992,14373,15033,12097,1346,30126,29100,32436,19310,92,650,1095,33904,NA,97,30235,24682,29096,32509,122,NA,26808,2221,8998,4941,3266,459,1854,4699,25071,28938,28736,31542,31750,"N","5","B",0.0015,804,108
"454","S788","N","",2.05,60,"M",13,"FALSE"," S 788","  65-M s788","120810","A9",913,718,855,6,529,331,650,718,605,65,12882,11523,5242,400,NA,34,NA,10529,NA,NA,1610,9444,10453,9550,NA,NA,1477,NA,308,51,39,8,8494,16161,1741,11878,18898,17155,9334,"N","9","A",0.0015,804,108
"455","S788","N","",2.05,60,"M",13,"FALSE","s 788","34-s788","72612B","B5",5547,9347,8052,24752,5039,1668,8004,6129,7752,1253,38535,11530,34589,29371,2851,612,979,32668,2896,879,34771,36455,34999,36844,3240,836,14691,382,5242,11151,1369,1142,392,2234,25439,37556,38463,34299,37157,"N","5","B",0.0015,804,108
"456","S788","N","",2.05,60,"M",13,"FALSE","s 788","34-s788","72612A","B5",8421,10201,9404,21749,4338,1578,8483,6990,8972,1446,29300,2730,22037,23936,594,805,4213,17850,317,328,27911,24877,25277,25911,774,216,19109,182,6368,13347,1397,770,206,1719,19966,23829,22007,25648,29044,"N","5","B",0.0015,804,108
"457","S818","N","",30.78,60,"F",13,"FALSE"," S 818","14-S 818","100711","F2",22773,18561,14045,30434,19980,9801,13173,12891,12119,1608,25937,23824,25397,20427,1074,1390,1088,25042,419,2473,24290,24070,24908,27470,336,NA,25551,607,20129,5382,4968,1992,2901,9816,25380,23670,24432,23740,26417,"N","2","F",0.0255,834,113
"458","S818","N","",30.78,60,"F",13,"FALSE"," S 818","  57-F s818","120810","A8",3913,1460,1310,10,1310,790,542,644,653,141,12156,16642,4903,548,NA,87,132,16154,NA,NA,1311,13341,17769,15021,NA,NA,2438,1,730,81,41,26,7684,15147,7320,13297,16879,16117,16147,"N","8","A",0.0255,834,113
"459","S818","N","",30.78,60,"F",13,"FALSE","s 818","14-s818","72612B","F2",31490,19635,16340,32125,23444,7120,11879,7530,13798,1964,33439,3636,26045,29215,1185,1410,3271,28058,717,8890,30682,36638,32613,28645,999,309,30223,2529,24088,24224,3838,5614,847,5996,30419,37043,32737,34528,33069,"N","2","F",0.0255,834,113
"460","S818","N","",30.78,60,"F",13,"FALSE","s 818","14-s818","72612A","F2",27390,21163,20521,27997,24076,7886,13055,9097,16398,2752,26102,6293,24741,25102,1572,1547,4069,22276,1081,5047,25027,23165,16938,18050,860,339,25391,3220,17577,16981,4517,3066,841,6105,24203,20861,26243,25232,26011,"N","2","F",0.0255,834,113
"461","S862","N","",2.05,60,"F",13,"FALSE"," S 862","75-S 862","100711","C10",27599,23427,18226,29295,14841,8296,14373,14125,15460,5298,24625,25812,33588,14426,258,784,548,30702,211,580,24577,27255,29081,30706,222,NA,28783,776,14228,11009,2586,1204,8116,5630,33774,28328,29418,29346,28530,"N","10","C",0.0015,820,108
"462","S862","N","",2.05,60,"F",13,"FALSE"," S 862","  49-F s862","120810","A7",2820,1109,940,4,511,360,296,467,474,217,14839,18353,5359,238,NA,21,NA,16156,NA,NA,954,8244,9915,6234,NA,NA,1807,5,261,82,NA,9,6043,15253,2944,9755,19374,16395,13523,"N","7","A",0.0015,820,108
"463","S862","N","",2.05,60,"F",13,"FALSE","s 862","73-s862","72612B","A10",29023,15863,11174,22450,7994,3464,8435,6629,10870,4658,30318,7138,25069,17577,618,520,4950,25577,363,1429,22741,32257,29500,32878,14599,199,26238,1388,8869,23568,890,1781,370,2084,26444,28040,26817,28219,29447,"N","10","A",0.0015,820,108
"464","S862","N","",2.05,60,"F",13,"FALSE","s 862","73-s862","72612A","A10",23413,15493,14706,19596,8429,3669,8405,6450,11382,5401,24873,8254,23309,18875,434,564,7497,27302,274,844,22726,21668,20741,24705,12931,180,24720,1092,10167,21655,1070,1170,NA,1800,20786,17722,21501,24033,25109,"N","10","A",0.0015,820,108
"465","S962","","G",100,60,"M",13,"FALSE"," S 962","72-S 962","100711","H9",21386,6178,5718,12686,1742,3382,2196,6306,3929,759,27081,29695,33277,9145,118,141,363,32510,NA,NA,23908,28022,30186,31684,NA,NA,9751,244,2835,3789,445,72,717,1858,19057,28250,33317,29438,28389,"G","9","H",0.083,844,107
"466","S962","","G",100,60,"M",13,"FALSE"," S 962","  62-M s962","120810","F8",1474,320,302,NA,138,152,95,89,134,21,8910,13161,4251,156,NA,NA,28,3259,NA,NA,959,6025,5915,4904,NA,NA,415,NA,73,20,NA,NA,8238,19143,1939,7024,22476,21295,4804,"G","8","F",0.083,844,107
"467","S962","","G",100,60,"M",13,"FALSE","s 962","70-s962","72612B","F9",13749,6726,3692,8311,1548,3725,1947,1149,3075,1034,34142,1879,33332,24021,883,365,1348,25018,346,294,34323,39248,35372,35213,355,320,9353,563,2229,14610,493,700,376,1460,28217,37617,29669,33344,37925,"G","9","F",0.083,844,107
"468","S962","","G",100,60,"M",13,"FALSE","s 962","70-s962","72612A","F9",19634,7774,4898,9970,2071,880,1759,1326,3324,1156,32695,1816,29327,26007,606,337,2072,21442,322,221,33481,33434,25014,21469,346,217,11146,3173,3941,19017,582,508,NA,1409,26551,23872,25584,28000,31199,"G","9","F",0.083,844,107
"469","S999","N","",2.05,60,"F",13,"FALSE"," S 999","86-S 999","100711","F11",25966,23353,12615,29936,14060,7514,7899,12234,10192,2717,28986,25885,25020,13234,298,1007,288,24684,645,181,28386,24810,23057,25604,173,NA,26567,645,11119,9386,2577,1263,2524,4490,29080,22053,21823,24866,27442,"N","11","F",0.0015,880,108
"470","S999","N","",2.05,60,"F",13,"FALSE"," S 999","  51-F s999","120810","C7",3494,1557,978,NA,602,299,341,359,393,119,15633,18475,7509,314,NA,40,NA,13468,NA,NA,1696,12204,17579,15555,NA,NA,1617,3,360,89,26,15,14465,17763,8788,13391,20532,20139,18559,"N","7","C",0.0015,880,108
"471","S999","N","",2.05,60,"F",13,"FALSE","s 999","84-s999","72612B","D11",29758,13899,7513,25198,7489,3984,2736,2385,5585,1832,32611,3652,35175,28038,1131,795,2497,30429,560,553,33417,36357,34857,31108,702,280,27110,517,5557,19296,1237,1826,309,2516,29955,36226,30117,30935,34713,"N","11","D",0.0015,880,108
"472","S999","N","",2.05,60,"F",13,"FALSE","s 999","84-s999","72612A","D11",27683,15385,8930,23567,9019,1922,2986,2437,5547,2168,28886,3290,26281,25447,859,851,586,21329,529,360,28984,28410,20328,16859,580,226,25095,319,6312,19941,1431,1254,NA,2692,26217,21116,24911,24669,26920,"N","11","D",0.0015,880,108
"473","SUBI86323A","","",0,0,"U",0,"FALSE"," SUBI 86323a","  4-M 86323a","120810","D1",826,250,254,3,1056,416,236,224,282,89,3939,11483,926,63,NA,505,NA,3761,35,17,278,3292,628,551,NA,37,NA,47,102,31,127,NA,3378,230,231,485,13887,14096,4978,"control","1","D",NA,NA,NA
"474","SUBI86323B","","",0,0,"U",0,"FALSE"," SUBI 86323b","  5-M 86323b","120810","E1",574,345,406,NA,837,125,265,154,200,15,6516,15300,2228,29,NA,NA,NA,8558,NA,NA,418,5681,1462,1150,NA,NA,288,NA,71,8,NA,NA,6263,13801,368,845,14118,16677,5698,"control","1","E",NA,NA,NA
"475","SUBI86323C","","",0,0,"U",0,"FALSE"," SUBI 86323c","  6-M 86323c","120810","F1",1626,372,381,NA,530,109,276,175,265,24,9721,14977,2637,NA,NA,NA,70,12323,NA,NA,441,10427,2702,1528,NA,NA,720,NA,89,NA,NA,NA,7000,12934,845,1414,11909,13274,5057,"control","1","F",NA,NA,NA
"476","SUBI86323D","","",0,0,"U",0,"FALSE"," SUBI 86323d","  7-M 86323d","120810","G1",732,181,223,NA,545,98,173,95,202,15,9884,16198,1272,9,NA,NA,NA,8450,NA,NA,396,7083,2515,2189,NA,NA,454,NA,57,9,NA,NA,6230,13630,674,792,11194,14603,3488,"control","1","G",NA,NA,NA
